Time,Va,Vb,Vc,Ia,Ib,Ic,Ea,Eb,Ec,Theta,Sector
0.0618,12.0000,1.5135,0.0000,12.0699,0.0000,-12.1065,1.6127,-2.9971,1.3844,19.4171,0
0.0618,12.0000,1.5141,0.0000,12.0537,0.0000,-12.0903,1.6206,-2.9967,1.3761,19.4202,0
0.0618,12.0000,1.5148,0.0000,12.0375,0.0000,-12.0740,1.6285,-2.9962,1.3677,19.4234,0
0.0618,12.0000,1.5155,0.0000,12.0212,0.0000,-12.0578,1.6364,-2.9957,1.3593,19.4265,0
0.0618,12.0000,1.5163,0.0000,12.0050,0.0000,-12.0416,1.6443,-2.9952,1.3509,19.4297,0
0.0619,12.0000,1.5171,0.0000,11.9888,0.0000,-12.0253,1.6522,-2.9947,1.3425,19.4328,0
0.0619,12.0000,1.5180,0.0000,11.9725,0.0000,-12.0091,1.6601,-2.9941,1.3340,19.4359,0
0.0619,12.0000,1.5189,0.0000,11.9563,0.0000,-11.9928,1.6679,-2.9935,1.3256,19.4391,0
0.0619,12.0000,1.5199,0.0000,11.9400,0.0000,-11.9766,1.6757,-2.9928,1.3171,19.4422,0
0.0619,12.0000,1.5209,0.0000,11.9238,0.0000,-11.9603,1.6835,-2.9922,1.3086,19.4454,0
0.0619,12.0000,1.5219,0.0000,11.9075,0.0000,-11.9441,1.6913,-2.9915,1.3001,19.4485,0
0.0619,12.0000,1.5230,0.0000,11.8913,0.0000,-11.9278,1.6991,-2.9908,1.2916,19.4517,0
0.0619,12.0000,1.5241,0.0000,11.8750,0.0000,-11.9116,1.7069,-2.9900,1.2831,19.4548,0
0.0619,12.0000,1.5253,0.0000,11.8588,0.0000,-11.8953,1.7146,-2.9892,1.2746,19.4579,0
0.0619,12.0000,1.5265,0.0000,11.8425,0.0000,-11.8791,1.7223,-2.9884,1.2661,19.4611,0
0.0620,12.0000,1.5278,0.0000,11.8262,0.0000,-11.8628,1.7300,-2.9876,1.2575,19.4642,0
0.0620,12.0000,1.5291,0.0000,11.8100,0.0000,-11.8465,1.7377,-2.9867,1.2490,19.4674,0
0.0620,12.0000,1.5304,0.0000,11.7937,0.0000,-11.8303,1.7454,-2.9858,1.2404,19.4705,0
0.0620,12.0000,1.5318,0.0000,11.7775,0.0000,-11.8140,1.7531,-2.9849,1.2318,19.4736,0
0.0620,12.0000,1.5333,0.0000,11.7612,0.0000,-11.7978,1.7607,-2.9839,1.2232,19.4768,0
0.0620,12.0000,1.5348,0.0000,11.7450,0.0000,-11.7815,1.7683,-2.9829,1.2146,19.4799,0
0.0620,12.0000,1.5363,0.0000,11.7287,0.0000,-11.7653,1.7759,-2.9819,1.2060,19.4831,0
0.0620,12.0000,1.5379,0.0000,11.7125,0.0000,-11.7490,1.7835,-2.9808,1.1973,19.4862,0
0.0620,12.0000,1.5395,0.0000,11.6962,0.0000,-11.7328,1.7911,-2.9798,1.1887,19.4893,0
0.0620,12.0000,1.5411,0.0000,11.6800,0.0000,-11.7165,1.7986,-2.9787,1.1800,19.4925,0
0.0621,12.0000,1.5428,0.0000,11.6637,0.0000,-11.7003,1.8062,-2.9775,1.1714,19.4956,0
0.0621,12.0000,1.5446,0.0000,11.6475,0.0000,-11.6841,1.8137,-2.9764,1.1627,19.4988,0
0.0621,12.0000,1.5464,0.0000,11.6313,0.0000,-11.6678,1.8212,-2.9752,1.1540,19.5019,0
0.0621,12.0000,1.5482,0.0000,11.6150,0.0000,-11.6516,1.8287,-2.9739,1.1453,19.5051,0
0.0621,12.0000,1.5501,0.0000,11.5988,0.0000,-11.6354,1.8361,-2.9727,1.1366,19.5082,0
0.0621,12.0000,1.5520,0.0000,11.5826,0.0000,-11.6191,1.8436,-2.9714,1.1278,19.5113,0
0.0621,12.0000,1.5540,0.0000,11.5663,0.0000,-11.6029,1.8510,-2.9701,1.1191,19.5145,0
0.0621,12.0000,1.5560,0.0000,11.5501,0.0000,-11.5867,1.8584,-2.9688,1.1104,19.5176,0
0.0621,12.0000,1.5581,0.0000,11.5339,0.0000,-11.5705,1.8658,-2.9674,1.1016,19.5208,0
0.0621,12.0000,1.5602,0.0000,11.5177,0.0000,-11.5542,1.8732,-2.9660,1.0928,19.5239,0
0.0622,12.0000,1.5623,0.0000,11.5015,0.0000,-11.5380,1.8805,-2.9645,1.0840,19.5270,0
0.0622,12.0000,1.5645,0.0000,11.4853,0.0000,-11.5218,1.8878,-2.9631,1.0753,19.5302,0
0.0622,12.0000,1.5667,0.0000,11.4690,0.0000,-11.5056,1.8951,-2.9616,1.0665,19.5333,0
0.0622,12.0000,1.5690,0.0000,11.4529,0.0000,-11.4894,1.9024,-2.9601,1.0576,19.5365,0
0.0622,12.0000,1.5713,0.0000,11.4367,0.0000,-11.4732,1.9097,-2.9585,1.0488,19.5396,0
0.0622,12.0000,1.5737,0.0000,11.4205,0.0000,-11.4570,1.9170,-2.9570,1.0400,19.5427,0
0.0622,12.0000,1.5761,0.0000,11.4043,0.0000,-11.4408,1.9242,-2.9554,1.0311,19.5459,0
0.0622,12.0000,1.5786,0.0000,11.3881,0.0000,-11.4247,1.9314,-2.9537,1.0223,19.5490,0
0.0622,12.0000,1.5811,0.0000,11.3719,0.0000,-11.4085,1.9386,-2.9521,1.0134,19.5522,0
0.0622,12.0000,1.5836,0.0000,11.3558,0.0000,-11.3923,1.9458,-2.9504,1.0045,19.5553,0
0.0623,12.0000,1.5862,0.0000,11.3396,0.0000,-11.3762,1.9530,-2.9486,0.9957,19.5585,0
0.0623,12.0000,1.5888,0.0000,11.3234,0.0000,-11.3600,1.9601,-2.9469,0.9868,19.5616,0
0.0623,12.0000,1.5915,0.0000,11.3073,0.0000,-11.3439,1.9673,-2.9451,0.9779,19.5647,0
0.0623,12.0000,1.5942,0.0000,11.2912,0.0000,-11.3277,1.9744,-2.9433,0.9689,19.5679,0
0.0623,12.0000,1.5969,0.0000,11.2750,0.0000,-11.3116,1.9814,-2.9415,0.9600,19.5710,0
0.0623,12.0000,1.5997,0.0000,11.2589,0.0000,-11.2955,1.9885,-2.9396,0.9511,19.5742,0
0.0623,12.0000,1.6026,0.0000,11.2428,0.0000,-11.2793,1.9956,-2.9377,0.9421,19.5773,0
0.0623,12.0000,1.6055,0.0000,11.2267,0.0000,-11.2632,2.0026,-2.9358,0.9332,19.5804,0
0.0623,12.0000,1.6084,0.0000,11.2105,0.0000,-11.2471,2.0096,-2.9338,0.9242,19.5836,0
0.0623,12.0000,1.6114,0.0000,11.1944,0.0000,-11.2310,2.0166,-2.9318,0.9153,19.5867,0
0.0624,12.0000,1.6144,0.0000,11.1783,0.0000,-11.2149,2.0235,-2.9298,0.9063,19.5899,0
0.0624,12.0000,1.6175,0.0000,11.1623,0.0000,-11.1988,2.0305,-2.9278,0.8973,19.5930,0
0.0624,12.0000,1.6206,0.0000,11.1462,0.0000,-11.1827,2.0374,-2.9257,0.8883,19.5961,0
0.0624,12.0000,1.6237,0.0000,11.1301,0.0000,-11.1667,2.0443,-2.9236,0.8793,19.5993,0
0.0624,12.0000,1.6269,0.0000,11.1141,0.0000,-11.1506,2.0512,-2.9215,0.8703,19.6024,0
0.0624,12.0000,1.6301,0.0000,11.0980,0.0000,-11.1346,2.0581,-2.9193,0.8613,19.6056,0
0.0624,12.0000,1.6334,0.0000,11.0820,0.0000,-11.1185,2.0649,-2.9172,0.8522,19.6087,0
0.0624,12.0000,1.6367,0.0000,11.0659,0.0000,-11.1025,2.0717,-2.9149,0.8432,19.6119,0
0.0624,12.0000,1.6401,0.0000,11.0499,0.0000,-11.0865,2.0786,-2.9127,0.8341,19.6150,0
0.0624,12.0000,1.6435,0.0000,11.0339,0.0000,-11.0704,2.0853,-2.9104,0.8251,19.6181,0
0.0625,12.0000,1.6469,0.0000,11.0179,0.0000,-11.0544,2.0921,-2.9081,0.8160,19.6213,0
0.0625,12.0000,1.6504,0.0000,11.0019,0.0000,-11.0384,2.0988,-2.9058,0.8070,19.6244,0
0.0625,12.0000,1.6540,0.0000,10.9859,0.0000,-11.0224,2.1056,-2.9034,0.7979,19.6276,0
0.0625,12.0000,1.6576,0.0000,10.9699,0.0000,-11.0065,2.1123,-2.9011,0.7888,19.6307,0
0.0625,12.0000,1.6612,0.0000,10.9539,0.0000,-10.9905,2.1190,-2.8986,0.7797,19.6338,0
0.0625,12.0000,1.6648,0.0000,10.9380,0.0000,-10.9745,2.1256,-2.8962,0.7706,19.6370,0
0.0625,12.0000,1.6686,0.0000,10.9220,0.0000,-10.9586,2.1323,-2.8937,0.7615,19.6401,0
0.0625,12.0000,1.6723,0.0000,10.9061,0.0000,-10.9426,2.1389,-2.8912,0.7524,19.6433,0
0.0625,12.0000,1.6761,0.0000,10.8902,0.0000,-10.9267,2.1455,-2.8887,0.7432,19.6464,0
0.0625,12.0000,1.6799,0.0000,10.8742,0.0000,-10.9108,2.1520,-2.8861,0.7341,19.6495,0
0.0626,12.0000,1.6838,0.0000,10.8583,0.0000,-10.8949,2.1586,-2.8836,0.7250,19.6527,0
0.0626,12.0000,1.6877,0.0000,10.8424,0.0000,-10.8790,2.1651,-2.8809,0.7158,19.6558,0
0.0626,12.0000,1.6917,0.0000,10.8265,0.0000,-10.8631,2.1716,-2.8783,0.7066,19.6590,0
0.0626,12.0000,1.6957,0.0000,10.8107,0.0000,-10.8472,2.1781,-2.8756,0.6975,19.6621,0
0.0626,12.0000,1.6997,0.0000,10.7948,0.0000,-10.8314,2.1846,-2.8729,0.6883,19.6653,0
0.0626,12.0000,1.7038,0.0000,10.7790,0.0000,-10.8155,2.1911,-2.8702,0.6791,19.6684,0
0.0626,12.0000,1.7080,0.0000,10.7631,0.0000,-10.7997,2.1975,-2.8674,0.6700,19.6715,0
0.0626,12.0000,1.7122,0.0000,10.7473,0.0000,-10.7839,2.2039,-2.8647,0.6608,19.6747,0
0.0626,12.0000,1.7164,0.0000,10.7315,0.0000,-10.7680,2.2103,-2.8618,0.6516,19.6778,0
0.0626,12.0000,1.7206,0.0000,10.7157,0.0000,-10.7522,2.2166,-2.8590,0.6424,19.6810,0
0.0627,12.0000,1.7249,0.0000,10.6999,0.0000,-10.7365,2.2230,-2.8561,0.6332,19.6841,0
0.0627,12.0000,1.7293,0.0000,10.6841,0.0000,-10.7207,2.2293,-2.8532,0.6240,19.6872,0
0.0627,12.0000,1.7337,0.0000,10.6683,0.0000,-10.7049,2.2356,-2.8503,0.6147,19.6904,0
0.0627,12.0000,1.7381,0.0000,10.6526,0.0000,-10.6892,2.2419,-2.8474,0.6055,19.6935,0
0.0627,12.0000,1.7426,0.0000,10.6369,0.0000,-10.6734,2.2481,-2.8444,0.5963,19.6967,0
0.0627,12.0000,1.7471,0.0000,10.6211,0.0000,-10.6577,2.2543,-2.8414,0.5870,19.6998,0
0.0627,12.0000,1.7516,0.0000,10.6054,0.0000,-10.6420,2.2605,-2.8383,0.5778,19.7029,0
0.0627,12.0000,1.7562,0.0000,10.5897,0.0000,-10.6263,2.2667,-2.8353,0.5685,19.7061,0
0.0627,12.0000,1.7609,0.0000,10.5740,0.0000,-10.6106,2.2729,-2.8322,0.5593,19.7092,0
0.0627,12.0000,1.7656,0.0000,10.5584,0.0000,-10.5949,2.2790,-2.8290,0.5500,19.7124,0
0.0628,12.0000,1.7703,0.0000,10.5427,0.0000,-10.5793,2.2851,-2.8259,0.5408,19.7155,0
0.0628,12.0000,1.7751,0.0000,10.5271,0.0000,-10.5636,2.2912,-2.8227,0.5315,19.7187,0
0.0628,12.0000,1.7799,0.0000,10.5114,0.0000,-10.5480,2.2973,-2.8195,0.5222,19.7218,0
0.0628,12.0000,1.7847,0.0000,10.4958,0.0000,-10.5324,2.3034,-2.8163,0.5129,19.7249,0
0.0628,12.0000,1.7896,0.0000,10.4802,0.0000,-10.5168,2.3094,-2.8130,0.5036,19.7281,0
0.0628,12.0000,1.7945,0.0000,10.4646,0.0000,-10.5012,2.3154,-2.8097,0.4943,19.7312,0
0.0628,12.0000,1.7995,0.0000,10.4491,0.0000,-10.4856,2.3214,-2.8064,0.4850,19.7344,0
0.0628,12.0000,1.8045,0.0000,10.4335,0.0000,-10.4701,2.3273,-2.8031,0.4757,19.7375,0
0.0628,12.0000,1.8096,0.0000,10.4180,0.0000,-10.4545,2.3333,-2.7997,0.4664,19.7406,0
0.0628,12.0000,1.8147,0.0000,10.4025,0.0000,-10.4390,2.3392,-2.7963,0.4571,19.7438,0
0.0629,12.0000,1.8198,0.0000,10.3869,0.0000,-10.4235,2.3451,-2.7929,0.4478,19.7469,0
0.0629,12.0000,1.8250,0.0000,10.3715,0.0000,-10.4080,2.3509,-2.7894,0.4385,19.7501,0
0.0629,12.0000,1.8302,0.0000,10.3560,0.0000,-10.3925,2.3568,-2.7859,0.4292,19.7532,0
0.0629,12.0000,1.8355,0.0000,10.3405,0.0000,-10.3771,2.3626,-2.7824,0.4198,19.7563,0
0.0629,12.0000,1.8408,0.0000,10.3251,0.0000,-10.3616,2.3684,-2.7789,0.4105,19.7595,0
0.0629,12.0000,1.8462,0.0000,10.3096,0.0000,-10.3462,2.3742,-2.7753,0.4012,19.7626,0
0.0629,12.0000,1.8515,0.0000,10.2942,0.0000,-10.3308,2.3799,-2.7717,0.3918,19.7658,0
0.0629,12.0000,1.8570,0.0000,10.2788,0.0000,-10.3154,2.3856,-2.7681,0.3825,19.7689,0
0.0629,12.0000,1.8624,0.0000,10.2635,0.0000,-10.3000,2.3913,-2.7645,0.3731,19.7721,0
0.0629,12.0000,1.8679,0.0000,10.2481,0.0000,-10.2847,2.3970,-2.7608,0.3638,19.7752,0
0.0630,12.0000,1.8735,0.0000,10.2328,0.0000,-10.2693,2.4027,-2.7571,0.3544,19.7783,0
0.0630,12.0000,1.8791,0.0000,10.2174,0.0000,-10.2540,2.4083,-2.7534,0.3451,19.7815,0
0.0630,12.0000,1.8847,0.0000,10.2021,0.0000,-10.2387,2.4139,-2.7496,0.3357,19.7846,0
0.0630,12.0000,1.8904,0.0000,10.1868,0.0000,-10.2234,2.4195,-2.7458,0.3263,19.7878,0
0.0630,12.0000,1.8961,0.0000,10.1716,0.0000,-10.2081,2.4250,-2.7420,0.3170,19.7909,0
0.0630,12.0000,1.9019,0.0000,10.1563,0.0000,-10.1929,2.4306,-2.7382,0.3076,19.7940,0
0.0630,12.0000,1.9077,0.0000,10.1411,0.0000,-10.1776,2.4361,-2.7343,0.2982,19.7972,0
0.0630,12.0000,1.9135,0.0000,10.1258,0.0000,-10.1624,2.4416,-2.7304,0.2888,19.8003,0
0.0630,12.0000,1.9194,0.0000,10.1106,0.0000,-10.1472,2.4470,-2.7265,0.2795,19.8035,0
0.0630,12.0000,1.9253,0.0000,10.0955,0.0000,-10.1320,2.4525,-2.7226,0.2701,19.8066,0
0.0631,12.0000,1.9312,0.0000,10.0803,0.0000,-10.1169,2.4579,-2.7186,0.2607,19.8097,0
0.0631,12.0000,1.9372,0.0000,10.0651,0.0000,-10.1017,2.4633,-2.7146,0.2513,19.8129,0
0.0631,12.0000,1.9433,0.0000,10.0500,0.0000,-10.0866,2.4687,-2.7106,0.2419,19.8160,0
0.0631,12.0000,1.9494,0.0000,10.0349,0.0000,-10.0715,2.4740,-2.7065,0.2325,19.8192,0
0.0631,12.0000,1.9555,0.0000,10.0198,0.0000,-10.0564,2.4793,-2.7024,0.2231,19.8223,0
0.0631,12.0000,1.9616,0.0000,10.0047,0.0000,-10.0413,2.4846,-2.6983,0.2137,19.8255,0
0.0631,12.0000,1.9678,0.0000,9.9897,0.0000,-10.0263,2.4899,-2.6942,0.2043,19.8286,0
0.0631,12.0000,1.9741,0.0000,9.9747,0.0000,-10.0112,2.4951,-2.6900,0.1949,19.8317,0
0.0631,12.0000,1.9803,0.0000,9.9597,0.0000,-9.9962,2.5003,-2.6859,0.1855,19.8349,0
0.0631,12.0000,1.9867,0.0000,9.9447,0.0000,-9.9812,2.5055,-2.6817,0.1761,19.8380,0
0.0632,12.0000,1.9930,0.0000,9.9297,0.0000,-9.9663,2.5107,-2.6774,0.1667,19.8412,0
0.0632,12.0000,1.9994,0.0000,9.9147,0.0000,-9.9513,2.5159,-2.6731,0.1573,19.8443,0
0.0632,12.0000,2.0059,0.0000,9.8998,0.0000,-9.9364,2.5210,-2.6689,0.1479,19.8474,0
0.0632,12.0000,2.0123,0.0000,9.8849,0.0000,-9.9215,2.5261,-2.6645,0.1385,19.8506,0
0.0632,12.0000,2.0188,0.0000,9.8700,0.0000,-9.9066,2.5311,-2.6602,0.1291,19.8537,0
0.0632,12.0000,2.0254,0.0000,9.8551,0.0000,-9.8917,2.5362,-2.6558,0.1196,19.8569,0
0.0632,12.0000,2.0320,0.0000,9.8403,0.0000,-9.8769,2.5412,-2.6514,0.1102,19.8600,0
0.0632,12.0000,2.0386,0.0000,9.8255,0.0000,-9.8620,2.5462,-2.6470,0.1008,19.8631,0
0.0632,12.0000,2.0453,0.0000,9.8107,0.0000,-9.8472,2.5512,-2.6426,0.0914,19.8663,0
0.0632,12.0000,2.0520,0.0000,9.7959,0.0000,-9.8325,2.5561,-2.6381,0.0820,19.8694,0
0.0633,12.0000,2.0588,0.0000,9.7811,0.0000,-9.8177,2.5610,-2.6336,0.0725,19.8726,0
0.0633,12.0000,2.0655,0.0000,9.7664,0.0000,-9.8030,2.5659,-2.6291,0.0631,19.8757,0
0.0633,12.0000,2.0724,0.0000,9.7517,0.0000,-9.7882,2.5708,-2.6245,0.0537,19.8789,0
0.0633,12.0000,2.0792,0.0000,9.7370,0.0000,-9.7735,2.5757,-2.6199,0.0443,19.8820,0
0.0633,12.0000,2.0861,0.0000,9.7223,0.0000,-9.7589,2.5805,-2.6153,0.0349,19.8851,0
0.0633,12.0000,2.0931,0.0000,9.7076,0.0000,-9.7442,2.5853,-2.6107,0.0254,19.8883,0
0.0633,12.0000,2.1001,0.0000,9.6930,0.0000,-9.7296,2.5900,-2.6060,0.0160,19.8914,0
0.0633,12.0000,2.1071,0.0000,9.6784,0.0000,-9.7150,2.5948,-2.6014,0.0066,19.8946,0
0.0633,0.0000,12.0000,0.0000,8.5621,1.0330,-9.6317,2.5995,-2.5967,-0.0028,19.8977,1
0.0633,0.0000,12.0000,0.0000,7.4997,2.0152,-9.5515,2.6042,-2.5919,-0.0123,19.9008,1
0.0634,0.0000,12.0000,0.0000,6.4887,2.9490,-9.4743,2.6088,-2.5872,-0.0217,19.9040,1
0.0634,0.0000,12.0000,0.0000,5.5266,3.8368,-9.4000,2.6135,-2.5824,-0.0311,19.9071,1
0.0634,0.0000,12.0000,0.0000,4.6109,4.6808,-9.3283,2.6181,-2.5776,-0.0405,19.9103,1
0.0634,0.0000,12.0000,0.0000,3.7395,5.4832,-9.2593,2.6227,-2.5727,-0.0499,19.9134,1
0.0634,0.0000,12.0000,0.0000,2.9101,6.2460,-9.1926,2.6273,-2.5679,-0.0594,19.9165,1
0.0634,0.0000,12.0000,0.0000,2.1207,6.9711,-9.1284,2.6318,-2.5630,-0.0688,19.9197,1
0.0634,0.0000,12.0000,0.0000,1.3693,7.6604,-9.0663,2.6363,-2.5581,-0.0782,19.9228,1
0.0634,0.0000,12.0000,0.0000,0.6542,8.3156,-9.0063,2.6408,-2.5531,-0.0876,19.9260,1
0.0634,0.0000,12.0000,0.0000,-0.0265,8.9383,-8.9484,2.6452,-2.5482,-0.0971,19.9291,1
0.0634,24.0000,12.0000,0.0000,0.8863,8.7498,-9.6727,2.6497,-2.5432,-0.1065,19.9323,1
0.0635,0.0000,12.0000,0.0000,0.1934,9.3504,-9.5804,2.6541,-2.5382,-0.1159,19.9354,1
0.0635,0.0000,12.0000,0.0000,-0.4661,9.9212,-9.4917,2.6585,-2.5332,-0.1253,19.9385,1
0.0635,24.0000,12.0000,0.0000,0.4668,9.6834,-10.1867,2.6628,-2.5281,-0.1347,19.9417,1
0.0635,0.0000,12.0000,0.0000,-0.2069,10.2369,-10.0666,2.6671,-2.5230,-0.1441,19.9448,1
0.0635,24.0000,12.0000,0.0000,0.7125,9.9827,-10.7318,2.6714,-2.5179,-0.1535,19.9480,1
0.0635,0.0000,12.0000,0.0000,0.0260,10.5206,-10.5832,2.6757,-2.5128,-0.1630,19.9511,1
0.0635,0.0000,12.0000,0.0000,-0.6274,11.0319,-10.4410,2.6800,-2.5076,-0.1724,19.9542,1
0.0635,24.0000,12.0000,0.0000,0.3113,10.7373,-11.0852,2.6842,-2.5024,-0.1818,19.9574,1
0.0635,0.0000,12.0000,0.0000,-0.3569,11.2370,-10.9167,2.6884,-2.4972,-0.1912,19.9605,1
0.0635,24.0000,12.0000,0.0000,0.5678,10.9314,-11.5358,2.6926,-2.4920,-0.2006,19.9637,1
0.0636,0.0000,12.0000,0.0000,-0.1137,11.4206,-11.3434,2.6967,-2.4867,-0.2100,19.9668,1
0.0636,24.0000,12.0000,0.0000,0.7983,11.1050,-11.9399,2.7008,-2.4814,-0.2194,19.9699,1
0.0636,0.0000,12.0000,0.0000,0.1048,11.5847,-11.7260,2.7049,-2.4761,-0.2288,19.9731,1
0.0636,0.0000,12.0000,0.0000,-0.5553,12.0404,-11.5217,2.7090,-2.4708,-0.2382,19.9762,1
0.0636,24.0000,12.0000,0.0000,0.3770,11.6931,-12.1067,2.7130,-2.4654,-0.2476,19.9794,1
0.0636,0.0000,12.0000,0.0000,-0.2972,12.1425,-11.8819,2.7170,-2.4600,-0.2570,19.9825,1
0.0636,24.0000,12.0000,0.0000,0.6218,11.7892,-12.4476,2.7210,-2.4546,-0.2663,19.9857,1
0.0636,0.0000,12.0000,0.0000,-0.0651,12.2328,-12.2043,2.7249,-2.4492,-0.2757,19.9888,1
0.0636,24.0000,12.0000,0.0000,0.8418,11.8740,-12.7524,2.7289,-2.4438,-0.2851,19.9919,1
0.0636,0.0000,12.0000,0.0000,0.1435,12.3125,-12.4925,2.7328,-2.4383,-0.2945,19.9951,1
0.0637,0.0000,12.0000,0.0000,-0.5212,12.7290,-12.2444,2.7366,-2.4328,-0.3039,19.9982,1
0.0637,24.0000,12.0000,0.0000,0.4068,12.3444,-12.7877,2.7405,-2.4273,-0.3132,20.0014,1
0.0637,0.0000,12.0000,0.0000,-0.2715,12.7583,-12.5234,2.7443,-2.4217,-0.3226,20.0045,1
0.0637,24.0000,12.0000,0.0000,0.6436,12.3711,-13.0513,2.7481,-2.4161,-0.3320,20.0076,1
0.0637,0.0000,12.0000,0.0000,-0.0470,12.7826,-12.7722,2.7519,-2.4105,-0.3413,20.0108,1
0.0637,24.0000,12.0000,0.0000,0.8564,12.3932,-13.2862,2.7556,-2.4049,-0.3507,20.0139,1
0.0637,0.0000,12.0000,0.0000,0.1548,12.8025,-12.9939,2.7593,-2.3993,-0.3601,20.0171,1
0.0637,0.0000,12.0000,0.0000,-0.5131,13.1914,-12.7149,2.7630,-2.3936,-0.3694,20.0202,1
0.0637,24.0000,12.0000,0.0000,0.4120,12.7803,-13.2289,2.7667,-2.3879,-0.3788,20.0233,1
0.0637,0.0000,12.0000,0.0000,-0.2691,13.1691,-12.9366,2.7703,-2.3822,-0.3881,20.0265,1
0.0638,24.0000,12.0000,0.0000,0.6434,12.7581,-13.4380,2.7739,-2.3764,-0.3975,20.0296,1
0.0638,0.0000,12.0000,0.0000,-0.0497,13.1468,-13.1337,2.7775,-2.3707,-0.4068,20.0328,1
0.0638,24.0000,12.0000,0.0000,0.8514,12.7357,-13.6237,2.7810,-2.3649,-0.4161,20.0359,1
0.0638,0.0000,12.0000,0.0000,0.1475,13.1244,-13.3085,2.7845,-2.3591,-0.4255,20.0391,1
0.0638,0.0000,12.0000,0.0000,-0.5224,13.4936,-13.0078,2.7880,-2.3533,-0.4348,20.0422,1
0.0638,24.0000,12.0000,0.0000,0.4007,13.0639,-13.5012,2.7915,-2.3474,-0.4441,20.0453,1
0.0638,0.0000,12.0000,0.0000,-0.2822,13.4349,-13.1892,2.7949,-2.3415,-0.4534,20.0485,1
0.0638,24.0000,12.0000,0.0000,0.6285,13.0069,-13.6719,2.7984,-2.3356,-0.4627,20.0516,1
0.0638,0.0000,12.0000,0.0000,-0.0662,13.3795,-13.3499,2.8017,-2.3297,-0.4720,20.0548,1
0.0638,24.0000,12.0000,0.0000,0.8333,12.9531,-13.8229,2.8051,-2.3237,-0.4813,20.0579,1
0.0639,0.0000,12.0000,0.0000,0.1280,13.3272,-13.4917,2.8084,-2.3178,-0.4906,20.0610,1
0.0639,0.0000,12.0000,0.0000,-0.5433,13.6824,-13.1757,2.8117,-2.3118,-0.4999,20.0642,1
0.0639,24.0000,12.0000,0.0000,0.3785,13.2394,-13.6545,2.8150,-2.3058,-0.5092,20.0673,1
0.0639,0.0000,12.0000,0.0000,-0.3056,13.5978,-13.3287,2.8182,-2.2997,-0.5185,20.0705,1
0.0639,24.0000,12.0000,0.0000,0.6040,13.1577,-13.7983,2.8214,-2.2937,-0.5278,20.0736,1
0.0639,0.0000,12.0000,0.0000,-0.0917,13.5189,-13.4637,2.8246,-2.2876,-0.5371,20.0767,1
0.0639,24.0000,12.0000,0.0000,0.8068,13.0815,-13.9249,2.8278,-2.2815,-0.5463,20.0799,1
0.0639,0.0000,12.0000,0.0000,0.1006,13.4452,-13.5823,2.8309,-2.2753,-0.5556,20.0830,1
0.0639,0.0000,12.0000,0.0000,-0.5715,13.7905,-13.2556,2.8340,-2.2692,-0.5649,20.0862,1
0.0639,24.0000,12.0000,0.0000,0.3495,13.3381,-13.7242,2.8371,-2.2630,-0.5741,20.0893,1
0.0640,0.0000,12.0000,0.0000,-0.3353,13.6875,-13.3887,2.8402,-2.2568,-0.5834,20.0925,1
0.0640,24.0000,12.0000,0.0000,0.5736,13.2388,-13.8490,2.8432,-2.2506,-0.5926,20.0956,1
0.0640,0.0000,12.0000,0.0000,-0.1228,13.5918,-13.5056,2.8462,-2.2443,-0.6018,20.0987,1
0.0640,24.0000,12.0000,0.0000,0.7752,13.1467,-13.9585,2.8491,-2.2381,-0.6111,20.1019,1
0.0640,0.0000,12.0000,0.0000,0.0685,13.5029,-13.6079,2.8521,-2.2318,-0.6203,20.1050,1
0.0640,0.0000,12.0000,0.0000,-0.6041,13.8412,-13.2736,2.8550,-2.2255,-0.6295,20.1082,1
0.0640,24.0000,12.0000,0.0000,0.3165,13.3820,-13.7351,2.8579,-2.2192,-0.6387,20.1113,1
0.0640,0.0000,12.0000,0.0000,-0.3687,13.7249,-13.3928,2.8607,-2.2128,-0.6479,20.1144,1
0.0640,24.0000,12.0000,0.0000,0.5398,13.2702,-13.8466,2.8635,-2.2064,-0.6571,20.1176,1
0.0640,0.0000,12.0000,0.0000,-0.1568,13.6173,-13.4970,2.8663,-2.2000,-0.6663,20.1207,1
0.0641,24.0000,12.0000,0.0000,0.7408,13.1666,-13.9440,2.8691,-2.1936,-0.6755,20.1239,1
0.0641,0.0000,12.0000,0.0000,0.0338,13.5175,-13.5879,2.8718,-2.1872,-0.6847,20.1270,1
0.0641,0.0000,12.0000,0.0000,-0.6390,13.8507,-13.2483,2.8746,-2.1807,-0.6938,20.1301,1
0.0641,24.0000,12.0000,0.0000,0.2815,13.3867,-13.7047,2.8772,-2.1742,-0.7030,20.1333,1
0.0641,0.0000,12.0000,0.0000,-0.4039,13.7250,-13.3576,2.8799,-2.1677,-0.7122,20.1364,1
0.0641,24.0000,12.0000,0.0000,0.5045,13.2658,-13.8069,2.8825,-2.1612,-0.7213,20.1396,1
0.0641,0.0000,12.0000,0.0000,-0.1923,13.6087,-13.4530,2.8851,-2.1547,-0.7305,20.1427,1
0.0641,24.0000,12.0000,0.0000,0.7053,13.1540,-13.8958,2.8877,-2.1481,-0.7396,20.1459,1
0.0641,0.0000,12.0000,0.0000,-0.0017,13.5010,-13.5359,2.8902,-2.1415,-0.7487,20.1490,1
